frame.number,frame.time,ip.src,ip.dst,tcp.srcport,tcp.dstport,frame.len,_ws.col.Info
"1698","Dec  8, 2024 14:51:14.186982720 IST","172.18.0.2","172.18.0.3","61216","7004","58","61216 → 7004 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1699","Dec  8, 2024 14:51:14.186986874 IST","172.18.0.3","172.18.0.2","7004","61216","54","7004 → 61216 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1700","Dec  8, 2024 14:51:14.186999683 IST","172.18.0.2","172.18.0.3","61216","1042","58","61216 → 1042 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1701","Dec  8, 2024 14:51:14.187003693 IST","172.18.0.3","172.18.0.2","1042","61216","54","1042 → 61216 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1702","Dec  8, 2024 14:51:14.187016626 IST","172.18.0.2","172.18.0.3","61216","1040","58","61216 → 1040 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1703","Dec  8, 2024 14:51:14.187020333 IST","172.18.0.3","172.18.0.2","1040","61216","54","1040 → 61216 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1704","Dec  8, 2024 14:51:14.187032186 IST","172.18.0.2","172.18.0.3","61216","3737","58","61216 → 3737 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1705","Dec  8, 2024 14:51:14.187035847 IST","172.18.0.3","172.18.0.2","3737","61216","54","3737 → 61216 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1706","Dec  8, 2024 14:51:14.187048294 IST","172.18.0.2","172.18.0.3","61216","1010","58","61216 → 1010 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1707","Dec  8, 2024 14:51:14.187052219 IST","172.18.0.3","172.18.0.2","1010","61216","54","1010 → 61216 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1708","Dec  8, 2024 14:51:14.187064649 IST","172.18.0.2","172.18.0.3","61216","24444","58","61216 → 24444 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1709","Dec  8, 2024 14:51:14.187068676 IST","172.18.0.3","172.18.0.2","24444","61216","54","24444 → 61216 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1710","Dec  8, 2024 14:51:14.187081158 IST","172.18.0.2","172.18.0.3","61216","5850","58","61216 → 5850 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1711","Dec  8, 2024 14:51:14.187084987 IST","172.18.0.3","172.18.0.2","5850","61216","54","5850 → 61216 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
