frame.number,frame.time,ip.src,ip.dst,tcp.srcport,tcp.dstport,frame.len,_ws.col.Info
"1108","Dec  8, 2024 14:50:18.905279000 IST","172.18.0.2","172.18.0.3","52975","6009","58","52975 → 6009 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1109","Dec  8, 2024 14:50:18.905282280 IST","172.18.0.3","172.18.0.2","6009","52975","54","6009 → 52975 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1110","Dec  8, 2024 14:50:18.905293832 IST","172.18.0.2","172.18.0.3","52975","2393","58","52975 → 2393 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1111","Dec  8, 2024 14:50:18.905297244 IST","172.18.0.3","172.18.0.2","2393","52975","54","2393 → 52975 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1112","Dec  8, 2024 14:50:18.905308008 IST","172.18.0.2","172.18.0.3","52975","1097","58","52975 → 1097 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1113","Dec  8, 2024 14:50:18.905311118 IST","172.18.0.3","172.18.0.2","1097","52975","54","1097 → 52975 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1114","Dec  8, 2024 14:50:18.905322376 IST","172.18.0.2","172.18.0.3","52975","50001","58","52975 → 50001 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1115","Dec  8, 2024 14:50:18.905325897 IST","172.18.0.3","172.18.0.2","50001","52975","54","50001 → 52975 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1116","Dec  8, 2024 14:50:18.905336685 IST","172.18.0.2","172.18.0.3","52975","417","58","52975 → 417 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1117","Dec  8, 2024 14:50:18.905339925 IST","172.18.0.3","172.18.0.2","417","52975","54","417 → 52975 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1118","Dec  8, 2024 14:50:18.905350876 IST","172.18.0.2","172.18.0.3","52975","1104","58","52975 → 1104 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1119","Dec  8, 2024 14:50:18.905354148 IST","172.18.0.3","172.18.0.2","1104","52975","54","1104 → 52975 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1120","Dec  8, 2024 14:50:18.905365254 IST","172.18.0.2","172.18.0.3","52975","1011","58","52975 → 1011 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1121","Dec  8, 2024 14:50:18.905368907 IST","172.18.0.3","172.18.0.2","1011","52975","54","1011 → 52975 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1122","Dec  8, 2024 14:50:18.905379851 IST","172.18.0.2","172.18.0.3","52975","49161","58","52975 → 49161 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1123","Dec  8, 2024 14:50:18.905383172 IST","172.18.0.3","172.18.0.2","49161","52975","54","49161 → 52975 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1124","Dec  8, 2024 14:50:18.905394303 IST","172.18.0.2","172.18.0.3","52975","2038","58","52975 → 2038 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1125","Dec  8, 2024 14:50:18.905397770 IST","172.18.0.3","172.18.0.2","2038","52975","54","2038 → 52975 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1126","Dec  8, 2024 14:50:18.905408556 IST","172.18.0.2","172.18.0.3","52975","3920","58","52975 → 3920 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1127","Dec  8, 2024 14:50:18.905411949 IST","172.18.0.3","172.18.0.2","3920","52975","54","3920 → 52975 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1128","Dec  8, 2024 14:50:18.905423559 IST","172.18.0.2","172.18.0.3","52975","1067","58","52975 → 1067 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1129","Dec  8, 2024 14:50:18.905426915 IST","172.18.0.3","172.18.0.2","1067","52975","54","1067 → 52975 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1130","Dec  8, 2024 14:50:18.905437799 IST","172.18.0.2","172.18.0.3","52975","1053","58","52975 → 1053 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1131","Dec  8, 2024 14:50:18.905441258 IST","172.18.0.3","172.18.0.2","1053","52975","54","1053 → 52975 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1132","Dec  8, 2024 14:50:18.905452228 IST","172.18.0.2","172.18.0.3","52975","1309","58","52975 → 1309 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1133","Dec  8, 2024 14:50:18.905455487 IST","172.18.0.3","172.18.0.2","1309","52975","54","1309 → 52975 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1134","Dec  8, 2024 14:50:18.905467042 IST","172.18.0.2","172.18.0.3","52975","3301","58","52975 → 3301 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1135","Dec  8, 2024 14:50:18.905470313 IST","172.18.0.3","172.18.0.2","3301","52975","54","3301 → 52975 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1136","Dec  8, 2024 14:50:18.905480964 IST","172.18.0.2","172.18.0.3","52975","2106","58","52975 → 2106 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1137","Dec  8, 2024 14:50:18.905484255 IST","172.18.0.3","172.18.0.2","2106","52975","54","2106 → 52975 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1138","Dec  8, 2024 14:50:18.905495516 IST","172.18.0.2","172.18.0.3","52975","1259","58","52975 → 1259 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
