frame.number,frame.time,ip.src,ip.dst,tcp.srcport,tcp.dstport,frame.len,_ws.col.Info
"1960","Dec 16, 2024 14:32:36.955678141 IST","172.18.0.2","172.18.0.3","46819","42","54","46819 → 42 [<None>] Seq=1 Win=1024 Len=0"
"1961","Dec 16, 2024 14:32:36.955679886 IST","172.18.0.3","172.18.0.2","42","46819","54","42 → 46819 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1962","Dec 16, 2024 14:32:36.955683926 IST","172.18.0.2","172.18.0.3","46819","515","54","46819 → 515 [<None>] Seq=1 Win=1024 Len=0"
"1963","Dec 16, 2024 14:32:36.955685413 IST","172.18.0.3","172.18.0.2","515","46819","54","515 → 46819 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1964","Dec 16, 2024 14:32:36.955689314 IST","172.18.0.2","172.18.0.3","46819","12000","54","46819 → 12000 [<None>] Seq=1 Win=1024 Len=0"
"1965","Dec 16, 2024 14:32:36.955690773 IST","172.18.0.3","172.18.0.2","12000","46819","54","12000 → 46819 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1966","Dec 16, 2024 14:32:36.955694992 IST","172.18.0.2","172.18.0.3","46819","49158","54","46819 → 49158 [<None>] Seq=1 Win=1024 Len=0"
"1967","Dec 16, 2024 14:32:36.955696657 IST","172.18.0.3","172.18.0.2","49158","46819","54","49158 → 46819 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1968","Dec 16, 2024 14:32:36.955700834 IST","172.18.0.2","172.18.0.3","46819","24","54","46819 → 24 [<None>] Seq=1 Win=1024 Len=0"
"1969","Dec 16, 2024 14:32:36.955702473 IST","172.18.0.3","172.18.0.2","24","46819","54","24 → 46819 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1970","Dec 16, 2024 14:32:36.955706636 IST","172.18.0.2","172.18.0.3","46819","1500","54","46819 → 1500 [<None>] Seq=1 Win=1024 Len=0"
"1971","Dec 16, 2024 14:32:36.955708053 IST","172.18.0.3","172.18.0.2","1500","46819","54","1500 → 46819 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1972","Dec 16, 2024 14:32:36.955712101 IST","172.18.0.2","172.18.0.3","46819","1089","54","46819 → 1089 [<None>] Seq=1 Win=1024 Len=0"
